,text,label
2619,The parachute drop was a complete failure .,B1
2620,Cancer has existed for all of human history .,B1
2621,Cancer has been around for many thousands of years .,B1
2622,His works are numerous .,B1
2623,"Although American units were usually able to get new troops quickly , the replacements rarely had enough training .",B1
2624,The movie got mixed and positive reviews from critics .,B1
2625,Performance changes were made to speed up tasks across supported iOS devices .,B1
2626,"Before the station was built , it was named Museum .",B1
2627,"Prior to the opening of the station , it was supposed to be called Museum .",B1
2628,"In cricket , a batsman 's average is the total number of runs he has scored divided by the number of times he has been got out .",B1
2629,The train may sometimes experience a rollback after it is launched .,B1
2630,Some of these performances were omitted from DVD release for copyright reasons .,B1
2631,Some of these performances were cut from the DVD for copyright reasons .,B1
2632,Two major special operations were planned for the attack .,B1
2633,Theories differ as to how the water entered the tank .,B1
2634,There are different theories how water could enter the tank .,B1
2635,"Bopp died of liver failure on January 5 , 2018 , at the age of 68 .",B1
2636,The shrinking generator takes a different approach .,B1
2637,The shrinking generator uses a different technique .,B1
2638,The island is also used for private events both large and small .,B1
2639,The island is also increasingly used as a venue for private events both large and small .,B1
2640,The film was released on 19 March 2004 in Spain and 10 September 2004 in Mexico .,B1
2641,"Before contact with Europeans , the indigenous peoples of North America were divided into many different polities , from small bands of a few families to large empires .",B1
2642,Reintroduction is the release of species back into the wild .,B1
2643,"From the beginning , graphic designs were used to identify teams .",B1
2644,"From the beginning , graphic designs were used to tell different teams apart .",B1
2645,This period dates from 1908 to 1914 and the beginning of World War I .,B1
2646,This period lasted from roughly 1905 through to 1914 and the beginning of World War I .,B1
2647,"To illustrate the computation , suppose a coach trains long-distance runners for one month using two methods .",B1
2648,"While the idea was readily accepted by many in the environmentalist community , it has not been widely accepted by other scientists .",B1
2649,The church was burnt down on 12 November 2001 .,B1
2650,Athletes may be professionals or amateurs .,B1
2651,Sportspeople may be professionals or amateurs .,B1
2652,At the beginning of the 19th century the building was sold and partly used as a restaurant .,B1
2653,"The Forest is an important recreational area with woodland walks , noted for their displays of bluebells in the early spring .",B1
2654,Film Crities Circle of Australia Awards,B1
2655,Film Critics Circle of Australia Awards,B1
2656,"At the time of foundation in 1878 the order had only one class , that of Companion .",B1
2657,Roads and railways have been built through passes .,B1
2658,"Roads have long been built through passes , as well as railways more recently .",B1
2659,"Kodkods are active during the day and night , but they only go into open ground under the cover of darkness .",B1
2660,Each course of the university has its own recruitment process .,B1
2661,The date 27 April is now a public holidays in South Africa .,B1
2662,The basic economical activity of this department is cattle raising .,B1
2663,There are more than a hundred different kinds of liver disease .,B1
2664,There are many forms of liver disease .,B1
2665,"The Red Crown is often shown in texts , wall carvings and statues .",A2
2666,The songs tell personal stories of life in Australia .,B1
2667,"As an architectural ornament , spires are most often found on Christian churches .",B1
2668,His bar code is considered as a security key to access areas of the facility where he was created and trained .,B1
2669,His barcode acts as a security key to access areas of the facility where he was created and trained .,B1
2670,"There were 60 tornadoes reported in the United States in November , of which 46 were confirmed .",B1
2671,There were 46 tornadoes confirmed in the United States in November .,B1
2672,Multi-use tickets allow a passenger to travel more than once .,B1
2673,Multi-use tickets allow travel more than once .,B1
2674,Critics gave it mixed reviews .,B1
2675,"As a result of the development of agriculture in the south , many important cultural advances were made there .",B1
2676,"Businesses usually have some kind of fax system , but the technology has faced increasing competition from Internet - based methods .",B1
2677,The simplest form of term life insurance is for a term of one year .,B1
2678,The simplest form of term life insurance is a one-year contract .,B1
2679,"In 2010 , he came out as homosexual .",B1
2680,A large temple also had a lot of land and employed thousands of ordinary people to supply its needs .,B1
2681,All the seven seasons of the series are available on DVDs for regions 1 and region 2 .,A2
2682,"All seven seasons of the series are available on individual DVD box sets for Regions 1 , 2 and 4 .",B1
2683,"In the 1980s and 1990s , historians began debating the appropriate use of the term .",B1
2684,The award categories have changed over the years .,B1
2685,The award categories have varied over the years .,B1
2686,"By the 1990s , the Federal government had changed its mind on wolves .",B1
2687,Another tournament was started the following week .,B1
2688,A new tournament was started the following week .,B1
2689,Over 2000 complaints were made against the organization in 2009 .,B1
2690,A design competition in 1927 did not produce a winning entry .,B1
2691,An architecture competition in 1927 did not produce a winning entry .,B1
2692,These plants are very simple : They lack an obvious stem or leaves .,B1
2693,The method compares words in a text to a set list of everyday words .,B1
2694,"In 1915 , during South West Africa Campaign of World War I , South Africa captured the German colony .",B1
2695,"In 1915 , South Africa captured the German colony .",B1
2696,Two ballets with such stories caused great excitement in Paris in the 1830s .,B1
2697,Two ballets caused great excitement in Paris in the 1830s .,B1
2698,After World War II many of the poorer Germans had to go and live in Germany .,B1
2699,The movie was well - liked by critics and audiences .,B1
2700,The film was very well received by critics and audiences .,B1
2701,"Actors working in theater , film , and television have to learn different skills .",B1
2702,They are often known in English as planes or plane trees .,B1
2703,"In English , these trees are called planes or plane trees .",B1
2704,It differs in three ways from the previous report .,B1
2705,"The third rail is usually located outside the two running rails , but on some systems it is mounted between them .",B1
2706,"The third rail is usually located outside the two running rails , but occasionally between them .",B1
2707,"An average adult American alligator 's weight and length is and , but they sometimes grow to long and weigh over .",B1
2708,An average adult American alligator weighs 360 kg and is 4.0 m long .,B1
2709,A recording medium is a physical material that holds data expressed in any of the existing recording formats .,B1
2710,A recording medium is a physical material that holds information .,B1
2711,Visitors can reach the top of the Space Needle by using elevators .,B1
2712,Visitors can reach the top of the Space Needle by elevators that travel at .,B1
2713,"A number of cities hosted walk - in voting centers , and an official list of locations and open hours were made available as of February 6 .",B1
2714,Building construction is the process of adding structure to real property .,B1
2715,"While admission to some concerts is free , charging for tickets is very common .",B1
2716,"Ten matches happened at the show , including three on the pre-show .",B1
2717,"The airport has one main passenger terminal , serving scheduled and charter holiday flights .",B1
2718,"The airport has one main passenger terminal , serving all scheduled and charter holiday flights .",B1
2719,Australia 's external territories follow different time zones .,B1
2720,"On 6 and 7 September 2013 , double international games between Sweden and Finland were played inside .",B1
2721,Self - assumption of a title is not necessarily illegal .,B1
2722,"For road bicycle racing enthusiasts , the mountain can be climbed by three roads .",B1
2723,"Birdsong was killed in a car crash on June 4 , 2019 at the age of 59 .",B1
2724,"Birdsong died on June 4 , 2019 , as a result of injuries sustained in a car crash .",B1
2725,"The cuisine of Cambodia contains tropical fruits , soups and noodles .",B1
2726,"The food of Cambodia includes tropical fruits , rice , noodles and various soups .",B1
2727,Japanese has a long history of borrowing words from other languages .,A2
2728,Japanese has a long history of borrowing from foreign languages .,B1
2729,All hardcovers have the contents of the comics with the covers .,B1
2730,"All hardcovers contain the contents of the comics , including the covers , and in some cases bonus material .",B1
2731,A table consists of an orderly arrangement of rows and columns .,B1
2732,"The show affects a retro-1950s look , with simple animation and colors .",B1
2733,"The show has a retro-1940s look , with simple animation and colors .",A2
2734,"The average income for a household in the city was $ 32,588 , and the average income for a family was $ 36,165 .",B1
2735,"The quarter has a population of 19,921 , in an area of 2.46 km2 .",B1
2736,X provides the basic framework for a GUI environment : drawing and moving windows on the display device and interacting with a mouse and keyboard .,B1
2737,"Some items of clothing are designed exclusively as underwear , while others such as T-shirts and certain types of shorts are suitable both as underwear and as outer clothing .",B1
2738,The court has ruled that the $ 2.7 billion in school funding was not good enough and was given out unfairly .,B1
2739,Eggs are laid singly under old leaves of a host plant and are green or grey blue .,B1
2740,"Eggs are laid one by one under old leaves of the hostplant , and are green or grey - blue .",B1
2741,The only economic activity of importance is farming .,B1
2742,The only economic activity of importance is agriculture .,B1
2743,"In addition to the United States , Americans and people of American descent can be found internationally .",B1
2744,A geologic section has to follow the rules to be adapted as a GSSP by the ICS .,B1
2745,"Moody died of natural causes whilst in a London hospital on 11 June 2015 , aged 91 .",B1
2746,"Eventually , the two women tell each other the truth .",B1
2747,"But eventually , the two women tell each other the truth .",B1
2748,"A three - hour special marking the end of the show aired on November 16 , 2008 .",B1
2749,"There is also the Japan Monkey park , with different species of monkeys and other entertainment .",B1
2750,Japan Monkey Park has different species of monkeys and other entertainment .,B1
2751,European colonies began with the Spanish settlement of Santa Catarina island in 1542 .,B1
2752,European settlement began with the Spanish settlement of Santa Catarina island in 1542 .,B1
2753,Black tea is often blended with other black tea or various other plants .,A2
2754,Sixth is the roof escape opening that is in place on all Funny Cars since the division was made in the early 1970s .,B1
2755,"Nonetheless , the committee is still composed mainly of politicians .",B1
2756,But the committee is still mainly made up of politicians .,B1
2757,"They are unusually small frogs , only 5 cm in length .",B1
2758,"They are very small frogs , only 5 cm in length .",B1
2759,It was supposed that he possessed a healing power against snakebites .,B1
2760,"Because of code sharing , a single flight may be shown with many different flight numbers .",B1
2761,"Due to code sharing , a flight may be represented by a series of different flight numbers .",B1
2762,Points were awarded to the top 10 classified finishers .,B1
2763,Points are awarded to the top 10 classified finishers .,B1
2764,Architecture is the art and science of designing buildings and structures .,B1
2765,"With county codes , which were official until 1974 .",A2
2766,Their small budget was a reason to use the ship for much of telling the story .,B1
2767,Their small budget was another reason to use the ship for much of the storytelling .,B1
2768,The history of law is closely connected to the development of human civilizations .,B1
2769,The history of law links closely to the development of civilization .,B1
2770,"On 28 December , after eight days of fighting , the Germans withdrew from the town .",B1
2771,During the Iron Age humans started using iron for making tools and weapons .,B1
2772,Humans started using iron for making tools and weapons .,B1
2773,Holland died of a heart attack on 24 December 2017 in New York City at the age of 89 .,B1
2774,"The analysis is done on pairs , a member of one group compared to a member of the other group .",B1
2775,"The judges have a 12 - year term , but they must retire when reaching the age of 68 .",A2
2776,The industry of the town was first based on the large amount of fruit growing in the area .,B1
2777,"Like many eastern spices , pepper was historically both a seasoning and a folk medicine .",B1
2778,The curtain rises on a warm evening in India a long time ago .,B1
2779,Parentheses show how many students enter in a year .,B1
2780,Airolo is also a small ski-resort with 30 km of ski slopes .,B1
2781,Airolo is also home to a small ski-resort with 30 km of prepared slopes .,B1
2782,The leopard cat is the most widely distributed Asian small wild cat .,B1
2783,"Gabrielle starts the series as a young girl who more or less stands behind Xena , and relies on Xena to protect her .",B1
2784,"The median income for a household in the city was $ 39,375 , and the median income for a family was $ 48,250 .",B1
2785,Foxes and human beings lived close together in ancient Japan ; this is why there are legends about them .,B1
2786,Skipper died of problems caused by a stroke on 23 April 2019 .,B1
2787,"Skipper died of complications caused by a stroke on 23 April 2019 , at the age of 61 .",B1
2788,"Upon release , the song received generally positive reviews from critics .",B1
2789,On the 29 August 2010 trail bike riders discovered another human skeleton in the forest .,B1
2790,These six camps were closed by October 1942 .,B1
2791,"When writing currency amounts , the location of the symbol varies by language .",B1
2792,The first huts and shelters were constructed by hand or with simple tools .,B1
2793,"The first buildings were huts and shelters , constructed by hand or with simple tools .",B1
2794,"The great white shark has no known natural predators other than , on very rare occasions , the killer whale .",B1
2795,The traditional food is famous for many vegetables and greens used seasonally in the dishes .,B1
2796,It had a population of 852 according to the 2001 census .,B1
2797,It had 852 people according to the 2001 census .,B1
2798,Historians believe that Washington 's death helped change the way people view lynching .,B1
2799,In 1839 smallpox killed many of the people who lived in the area .,B1
2800,"From this beginning , in the 1950s , a good-sized theory has been built up .",B1
2801,The government 's main concern has been to improve the economy .,B1
2802,"In the United States and Canada , digital clocks and computers commonly display 12 a. m at midnight .",B1
2803,"While the term may refer to spoken English , it can also describe written English .",B1
2804,"The head of government of each state is called the premier , appointed by the state 's Governor .",B1
2805,The head of government of each state is called the Premier .,B1
2806,"Following its discovery , Cupid was given the designation S / 2003 U 2 .",B1
2807,Public places such as parks and beaches are very important for many recreational activities .,B1
2808,"On May 22 , 1933 , Chinese and Japanese representatives met to talk the end of the fight .",B1
2809,"Virgin purchased eighty percent of the team , as part of sponsorship arrangement .",B1
2810,Typically the inner container is immersed about halfway into the working fluid .,B1
2811,"From this , we now can evaluate the integral .",A2
2812,"In the late 1950s , he studied cinema in France .",B1
2813,Energy efficiency will continue to increase .,B1
2814,The energy efficiency will continue to increase .,A2
2815,The film received positive reviews from critics .,B1
2816,The university has its own campus with a total area of 35 000m2 .,B1
2817,The university has its own campus with a total area of 35 000 m2 .,B1
2818,"In 1882 , the government decided to build a new central passenger station to replace the existing ad-hoc station buildings .",B1
2819,He was one of the best known politicians in Sweden and was voted as one of the nation 's most popular politicians .,B1
2820,He was one of the best known politicians in Sweden .,B1
2821,The film received mixed to positive reviews .,B1
2822,It got negative reviews from the critics .,B1
2823,"A lot of classical guitar music is in E minor , because this key is very suited for the instrument .",B1
2824,"The tower is situated at the southern side of the place , where the land walls of the city join the sea walls .",B1
2825,"The tower is at the south side of the place , where the land walls of the city join the sea walls .",B1
2826,"The median income for a household in the city was $ 28,542 , and the median income for a family was $ 27,500 .",B1
2827,"As of , there are four living former second ladies , as identified below .",B1
2828,"As of April 2018 , there are four living former Second Ladies .",B1
2829,The museum does research and public servie work .,B1
2830,The museum does research and public service work .,B1
2831,It became extinct in Africa some 1.5 million years ago .,B1
2832,He is the only member of the Seven Lucky Gods credited with the ability to revive the dead .,B1
2833,He is the only member of the Seven Lucky Gods with the ability to bring the dead back to life .,B1
2834,"In the United States , the issue of mitigating factors is most important in death penalty cases .",B1
2835,Game theory has been put to several uses in philosophy .,B1
2836,Game theory has also been used in philosophy .,B1
2837,"A second , slightly revised edition was published in 1958 .",B1
2838,Languages such as Tcl and Lua were made from the start to be general - purpose scripting languages that could be put into any application .,B1
2839,On pictures he was usually drawn with a black and a yellow stripe painted across his face .,B1
2840,There are major differences between the political system of the United States and that of most other developed democracies .,B1
2841,Association football is the most popular sport in Costa Rica .,B1
2842,The economic impact of the common cold is poorly understood in much of the world .,B1
2843,The economic impact of the common cold is not well understood in much of the world .,B1
2844,Early photographers used it in flash powder .,B1
2845,Forty - eight people have been governor of the state .,B1
2846,"In the United States , the term is sometimes used in invitations , such as to weddings and office parties .",B1
2847,"The term is now often used in invitations , such as to weddings and office parties .",B1
2848,This was the first time that the federal government provided money for a structure dedicated to the performing arts .,B1
2849,"By the 1960s a new international terminal was needed , and work started in late 1966 .",B1
2850,"By the 1960s , the need for a new international terminal had become apparent , and work commenced in late 1966 .",B1
2851,"Even perfect numbers have a very precise form ; odd perfect numbers are rare , if indeed they do exist .",B1
2852,Production and use of energy resources is important to the economy of the world .,B1
2853,"As part of the British Empire , Canada immediately was at war in 1914 .",B1
2854,As a part of the British Empire Canada immediately was at war in 1914 .,B1
2855,The following is a partial list of songs featured in the film along with the artist that popularized them .,B1
2856,Food power is an integral part of the politics of food .,B1
2857,Food power is part of food politics .,B1
2858,Insect respiration happens without lungs .,B1
2859,Note that the description of a device as either input or output depends on how it is viewed .,B1
2860,His career started in 1960 and he has continued working on makeup with most recently in 2012 .,B1
2861,All nine of the Grenfell brothers were accomplished polo players .,B1
2862,A warm - water port is one where the water does not freeze in wintertime .,B1
2863,A warm water port is a port where the water does not freeze in winter time .,B1
2864,This movie got mixed to positive reviews .,B1
2865,The song received many positive reviews from critics .,B1
2866,"As a simple example , consider the average daily high temperatures for two cities , one inland and one near the ocean .",A2
2867,Shepodd died in August 2017 in London at the age of 89 .,B1
2868,Slavery has long been practised in Africa .,B1
2869,Slavery had long been practiced in Africa .,B1
2870,Different forms of competition can be called a championship .,B1
2871,Thirty of the soundtrack 's songs feature vocals .,B1
2872,Thirty -one of the soundtrack 's songs feature vocals .,B1
2873,The song was given positive reviews from music critics .,B1
2874,The song received generally positive reviews from music critics .,B1
2875,"The hottest month is July , with an average temperature of .",B1
2876,"The hottest month is July , with a mean temperature of 73.4 F.",B1
2877,The hillside placement of the palace was considered important in establishing control in the early days of the kingdom .,B1
2878,"Located on the hillside , the palace was considered crucial in establishing control in the early days of the kingdom .",B1
2879,"While the movie is widely said to be a classic comedy today , critical reaction was mixed when the movie was first released .",B1
2880,"While the film is now considered a classic comedy , critical reaction was mixed when the film was released .",B1
2881,The show was able to help launch the characters into more mainstream popularity and it became one of the most popular animated series in television history .,B1
2882,"Sock puppets are often used for entertaining people , especially children .",B1
2883,Sock puppets are often used for the education and entertainment of children .,B1
2884,"In March 2011 , the band annoucned they would take a break .",B1
2885,The movie was not a success at the box office .,B1
2886,The film was not a box office success .,B1
2887,The Internet will give rise to a completely new understanding of private and public .,B1
2888,The Internet will give rise to a completely new understanding of what is private and public .,B1
2889,Common nightingales are so named because they frequently sing at night as well as during the day .,B1
2890,Nightingales are named so because they frequently sing at night as well as during the day .,B1
2891,"These observances are regulated by the government , but are not observed as holidays .",B1
2892,Gifted and talented education has a long history of thousands of years .,B1
2893,The discovery made headlines across the Earth .,B1
2894,The discovery made headlines around the globe .,B1
2895,A unique feature at a water park is ice skating .,B1
2896,An unusual feature at a water park is ice skating .,B1
2897,Critics expressed mixed opinions of the game 's audio .,B1
2898,Critics gave a mixed review of the game 's audio .,B1
2899,"Since the 1970s , sports clubs are organized separately by each language community .",A2
2900,"Usually , people wear sandals in warmer climates or during warmer parts of the year in order to keep their feet cool and dry .",B1
2901,A fishing port is a port or harbor for landing and distributing fish .,B1
2902,A fishing port is a port or harbor used by people who are fishing .,B1
2903,Queen Marie never managed to develop political influence .,B1
2904,Batting tactics and strategy vary depending on the type of match being played as well as the current state of play .,B1
2905,Batting tactics and strategy depends on the type of match being played .,B1
2906,Pear trees are usually productive for 50 to 75 years though some still produce fruit after 100 years .,B1
2907,Statistics are correct as at 31 July 2008 .,B1
2908,Statistics are correct as of 3 March 2008 .,B1
2909,This movie got mixed reviews .,B1
2910,The province is a popular tourist destination with its beaches and resorts .,B1
2911,"The city has a number of sports teams , both professional and amateur , and a number of venues across the city .",B1
2912,"The 2016 census found that 51.3 % of residents spoke English , and 21.3 % spoke French , as their main language .",B1
2913,"In consideration for several months , a corporate foundation has been established in September 2011 .",B1
2914,Determining what records have enduring value is not always easy .,B1
2915,Eucalypts draw a very large amount of water from the soil .,B1
2916,The pumpkin is native to North America .,A2
2917,The pumpkin is native to the continent of North America .,B1
2918,Two investigations were held by the British government .,B1
2919,The convention center offers 615700 ft2 of exhibit space .,B1
2920,The convention center has 615700 ft2 of exhibit area .,B1
2921,"There are also numerous journals , on - line articles and blogs available .",B1
2922,"The second-generation of the iPod was introduced on July 17 , 2002 .",A2
2923,"The second generation iPod was released on July 17 , 2002 .",B1
2924,Many course themes are repeated throughout the series .,B1
2925,"The main criticisms were of the two -player mode , a first for the series .",B1
2926,"The most common criticisms were about the two -player mode , a first for the series .",B1
2927,"Scotland is the joint oldest national football team in the world , alongside England , whom they played in the world 's first international football match in 1872 .",B1
2928,The hard palate forms before birth .,B1
2929,A significant issue with standard candles is the question of how standard they are .,B1
2930,The French press goes by various names around the world .,B1
2931,"After a virus has made many copies of itself , it usually has used up the cell 's resources .",B1
2932,"In 1907 , residents of the town decided to incorporate .",B1
2933,It was in 1907 that residents of the town decided it was time to incorporate .,B1
2934,The following shows several D capabilities and D design trade- offs in a very short program .,B1
2935,"The party favors the civil right to information privacy and reforms of copyright , education , computer science and genetic patents .",B1
2936,He was holidaying in Germany the following summer when World War I broke out .,B1
2937,He was on holiday in Germany the next summer when World War I broke out .,B1
2938,There are many exceptions to this rule .,B1
2939,The party declined rapidly after the 1856 election .,B1
2940,The party quickly declined after the 1856 election .,B1
2941,"Traditionally , the home of the Emperor is considered the capital .",A2
2942,"Traditionally , the home of the Emperor was considered the capital .",B1
2943,The class was gradually taken of service from the early 1980s .,B1
2944,Alsop died after a short illness on 12 May 2018 at the age of 70 .,B1
2945,Rat snakes are commonly kept as pets .,B1
2946,The film received extremely negative reviews from critics .,B1
2947,"Today , it is the largest public research university in Bangladesh , with a student body of 33,000 and a faculty of 1,800 .",B1
2948,Engineers in the nineteenth century knew that a bridge which was built across multiple supports would distribute the loads among them .,B1
2949,The song is about people that are suffering which also includes a girl with cancer .,B1
2950,"The song is about people who suffer , including a girl with cancer .",B1
2951,Michener wrote that he did not know who his parents were or exactly when and where he was born .,B1
2952,Trailways members are spread across North America .,B1
2953,Today Trailways members are spread across North America .,B1
2954,A winger or wide player refer to a non-defender who plays on the left or right sides of the pitch .,B1
2955,Most feature films are between 75 and 210 minutes long .,B1
2956,The majority of feature movies are between 70 and 210 minutes long .,B1
2957,"On September 1 , a tropical wave moved off the coast of Africa and moved west .",B1
2958,"Until the mid-19th century , Mexico was the chief producer of vanilla .",B1
2959,Carluccio died on 8 November 2017 from complications of a fall in London at the age of 80 .,B1
2960,"Carluccio died on 8 November 2017 aged 80 , from complications after a fall at his home .",B1
2961,This species may be found in a variety of open habitats and gardens .,B1
2962,Pusheen is an example of the popularity of cats on the Internet and in social media .,B1
2963,The boat was discovered in 1955 during the construction of the Dutch A28 motorway .,B1
2964,The boat was found in 1955 during the creation of the Dutch A28 motorway .,B1
2965,"People have been pedicuring their nails for more than 4,000 years .",B1
2966,"The city hall has a total area of 19,380 square meters including the basement .",B1
2967,The major industry in recent times is tourism .,B1
2968,By far the major industry in recent times is tourism .,A2
2969,"But in the inland areas more than half of the population was Serbo- Croatian speaking , after the first years of the 18th century .",B1
2970,"Numbers one to six on the list are events which are of huge importance , but about which we know relatively little .",B1
2971,"Numbers one to six on the list are about events which are of huge importance , but about which we know relatively little .",B1
2972,Long-distance relays have become increasingly popular with runners of all skill levels .,B1
2973,"Many cultures do have an oral law , while most legal systems of today have a formal written organization .",B1
2974,Regular bus services operate in the city .,B1
2975,In the years 1219 and / or 1234 it appears as church village .,B1
2976,Daqing exports over 10 million tonnes of oil each year .,B1
2977,"On 25 September 2017 , he was admitted to a hospital due to liver failure .",B1
2978,"This changed how dinosaurs are depicted by both professional dinosaur illustrators , and in the public eye .",B1
2979,Some of the postcodes above may cover two or more states .,B1
2980,Some or all of the postcodes above may cover two states .,B1
2981,"In the Gregorian calendar , 303 out of every 400 years are common years .",B1
2982,"In the Gregorian calendar , 303 of every 400 years are common years .",A2
2983,Heavy rotation or power rotation is a list of songs that get the most airplay on a radio station .,B1
2984,"The Government is led by the Prime Minister , who chooses the other Ministers .",A2
2985,"The building was completed in 1941 , after the outbreak of World War II .",A2
2986,Breckinridge ordered his field officers to inspect the troops and to report back with the condition of his troops .,B1
2987,Western modern historical linguistics dates from the late 18th century .,B1
2988,"Numbers seven and eight on the list are of a different kind from the first six , and have generally not been considered by the other authors .",B1
2989,"Numbers seven and eight on the list are of a different kind from the first six , and are generally not considered by the other authors .",B1
2990,"Usually , such drives will be stamped with a company 's logo , as a form of advertising .",B1
2991,"The median income for a household in the county was $ 36,363 , and the median income for a family was $ 41,381 .",B1
2992,"White is regarded by many as England 's first ecologist , and one of those who shaped the modern attitude of respect for nature .",B1
2993,Meads was widely considered one of the greatest players in history .,B1
2994,Meads is widely considered one of the greatest players in history .,A2
2995,The movie got bad reviews from critics .,B1
2996,A secret or unlockable character is a playable character in a video game available only after completing the game or meeting another requirement .,B1
2997,"In most developed countries , the law requires that ingredients be listed according to their relative weight in the product .",B1
2998,"In most developed countries , the law requires that ingredients be listed according to their weight in the product .",B1
2999,Shuttles were originally passed back and forth by hand .,B1
3000,Originally shuttles were passed back and forth by hand .,B1
3001,"Police officers patrol the trains and stations , and police posts are available at some stations .",B1
3002,"Police officers patrol on trains and stations , and police posts are available at some stations .",B1
3003,Bear is often called a hard science fiction author because he uses many scientific details in his work .,B1
3004,Bear is often classified as a hard science fiction author due to the level of scientific detail in his work .,B1
3005,The job of President was created in 1839 .,A2
3006,The position of President was created in 1839 .,B1
3007,Underwear is worn for many reasons .,B1
3008,Underwear is worn for a variety of reasons .,A2
3009,"Some books are original , but others have started as text copied from other sources of free-content textbooks found on the Internet .",B1
3010,The airport was closed for five hours after the crash .,B1
3011,737s are not equipped with fuel dump systems .,B1
3012,"For an individual person , information security has a big effect on privacy , which is viewed very differently by people in different cultures .",B1
3013,Standing ovations are also often given in a sporting game to reflect an outstanding individual performance .,B1
3014,There is a debate about nuclear power .,B1
3015,There is a debate about the use of nuclear power .,B1
3016,Several explanations exist for the original name .,B1
3017,In January 2013 Jenneke was ranked tenth on AskMen. com 's 99 Most Desirable Women 2013 .,B1
3018,Thirty three first person poems that describe different times during an eleven year old boy 's day at the beach .,B1
3019,Thirty three first person poems that describe various moments during an eleven-year - old boy 's day at the beach .,B1
3020,Killer whales are the largest living members of the dolphin family .,B1
3021,Killer whales are the largest extant members of the dolphin family .,B1
3022,"Sgr A West has the appearance of a three - arm spiral , from the point of view of the Earth .",B1
3023,The primary goal of instrument analysis is to measure an amount of substance .,B1
3024,Shortage of rain during the highly variable Monsoon season can cause droughts in U. P. leading to several deaths and loss of property .,B1
3025,"A DVD of series one has been released on 19 September 2005 , however there is still no word of series two on DVD .",B1
3026,"A DVD of the first series was released on 19 September 2005 , however there is still no word of series two on DVD .",B1
3027,Chopsticks are used in many parts of the world .,B1
3028,Chopsticks are used in many countries .,B1
3029,Attempts have been made to raise sheep there .,B1
3030,Goaltenders are not permitted to serve as captains during games .,B1
3031,"The river is known for its water mills ; during the 1950s , there were about 18 of them .",B1
3032,"The river is known for its water mills ; during the 1950s , they numbered approximately 18 .",B1
3033,The geodetic center of North America is within the county .,B1
3034,Jainism teaches that time has no beginning or end .,B1
3035,The club decided in 2009 to become an alliance club from 2010 .,A2
3036,Plant cells which are differentiated generally cannot divide or produce cells of a different type .,B1
3037,Japan was the first country to build dedicated railway lines for high-speed travel .,B1
3038,Japan was the first country to build railway lines for high speed travel .,B1
3039,The mountain was first surveyed by a European team in 1856 .,B1
3040,"As of 2018 , there are seven living former Prime Ministers .",B1
3041,"As of 2019 , there are seven living former Prime Ministers .",B1
3042,"In November 1973 , an envelope containing a lock of hair and a human ear arrived at a daily newspaper .",B1
3043,"As chess became more popular in the second half of the 19th century , the term began to be given out by organizations .",B1
3044,Nepal is composed of seven provinces .,B1
3045,Nepal is divided into seven provinces .,B1
3046,The flyweight division was the last of boxing 's eight traditional weight classes .,B1
3047,The flyweight division was the last of boxing 's eight traditional weight classes to be established .,B1
3048,Elemental symbols were often used by the early Church .,B1
3049,These mountains are a popular tourist destination .,B1
3050,These mountains are a popular tourist attraction .,B1
3051,Much of the area is irrigated .,B1
3052,"Despite the end of the Fourth Coalition , Britain remained at war with France .",B1
3053,The third tunnel was discovered on 17 October 1978 .,B1
3054,"The third tunnel was discovered on October 17 , 1978 .",B1
3055,The album has been well received by several critics .,B1
3056,The album has been received well by critics .,A2
3057,The city is notable for its well - preserved downtown with a number of remaining historic businesses .,B1
3058,A foreign minister 's powers vary in different governments .,B1
3059,A foreign minister 's powers can vary from government to government .,B1
3060,The upper side of the wings is black .,B1
3061,The upperside of the wings is black .,B1
3062,"In 1940 , the two private systems were bought by the city .",A2
3063,"In 1940 , the city bought the two private systems .",A2
3064,"The park experiences three seasons : summer , monsoon , and winter .",B1
3065,"The park has three seasons : winter , summer , and monsoon .",B1
3066,The festival authority chooses and invites Asian and Australian films to participate in different sections .,B1
3067,The festival authority chooses and invites Asian and Australian movies to participate in different sections .,B1
3068,During the Spanish Civil War he left his work and focused on theater as an amateur actor .,B1
3069,During the Spanish Civil War he left his work to be in theater as an amateur actor .,B1
3070,Ostriches normally spend the winter months in pairs or alone .,B1
3071,"Upon its release in 1975 , critical response was mixed although box office was strong .",B1
3072,"Upon its release in 1975 , critical response was mixed , although the box office receipts were strong .",B1
3073,"On April 15 , 2013 , a fire occurred in the library .",B1
3074,"Unlike war crimes , crimes against humanity can happen during peace or war .",B1
3075,Small handmade balls contain a lead pellet wrapped in rubber and wool with a leather cover .,B1
3076,There are three hostels for male students and three for the female students .,B1
3077,"Basic general information about the clients : creator / company , license / price etc .",B1
3078,"Basic general information about the clients : creator / company , license , etc .",B1
3079,The film received mixed reviews .,B1
3080,"As of , there are seven living former Prime Ministers of Egypt , as seen below .",B1
3081,"As of , there are eight living former Prime Ministers of Egypt , as seen below .",B1
3082,"With the end of the war , Jack returns home to a hero 's welcome .",B1
3083,"At the war 's end , Jack returns home to a hero 's welcome .",B1
3084,The first legs were played on 13 February and 14 February 2008 .,B1
3085,The first legs were played on 13 and 14 February 2008 .,B1
3086,Monk parakeets are very intelligent and social birds .,B1
